"platform_name","avg_revenue_per_stream"
"Perez-Joseph Music 8111","0.01137"
"Lin-Hicks Music 6400","0.01137"
"Austin-Bowman Music 1740","0.01136"
"Kelly-Rodriguez Music 7580","0.01136"
"Schultz PLC Music 2125","0.01135"
"Owens LLC Music 7382","0.01135"
"Schwartz-Ward Music 1608","0.01135"
"Duncan, Martinez and Payne Music 8692","0.01135"
"Deleon-Strickland Music 5093","0.01134"
"Contreras-Lambert Music 1877","0.01134"
"Flores-Taylor Music 5397","0.01133"
"Knox, Allen and Miller Music 4966","0.01132"
"Escobar and Sons Music 4800","0.01132"
"Dixon, Vega and Davis Music 9603","0.01130"
"Baker Group Music 7333","0.01127"
"Marshall-Conway Music 4275","0.01126"
"Jackson-Owens Music 4273","0.01126"
"Shelton-Lewis Music 8804","0.01126"
"Ball Inc Music 6483","0.01124"
"Johnson, Weeks and Holland Music 1657","0.01124"
"Huffman Group Music 8853","0.01124"
"Crosby, Garza and Palmer Music 3637","0.01124"
"Drake-Rice Music 4544","0.01124"
"Johnson and Sons Music 4640","0.01123"
"Valencia-Powell Music 3366","0.01122"
"Mcdaniel Group Music 3018","0.01122"
"White-Gibson Music 1810","0.01122"
"Stewart Group Music 3236","0.01121"
"Ingram, Garcia and Silva Music 5575","0.01120"
"Parker PLC Music 2025","0.01120"
"Fisher, Caldwell and Smith Music 5092","0.01120"
"Mack, Klein and Robinson Music 7286","0.01116"
"Wright and Sons Music 2258","0.01116"
"Nelson and Sons Music 3637","0.01115"
"Hale Ltd Music 8249","0.01114"
"Castro Group Music 6401","0.01114"
"Espinoza Inc Music 7551","0.01113"
"Cox, Robles and Hobbs Music 8965","0.01112"
"Walker-Little Music 3234","0.01112"
"Blackburn Inc Music 8294","0.01110"
"Davis PLC Music 4648","0.01110"
"Kennedy, Hampton and Warner Music 6504","0.01110"
"Skinner Ltd Music 4912","0.01108"
"Bonilla, Coffey and Adams Music 3133","0.01108"
"Lee-Moran Music 5719","0.01107"
"Reeves, Martinez and Frazier Music 3605","0.01107"
"Austin, Jensen and Coleman Music 2160","0.01106"
"Barnes-Williams Music 5888","0.01106"
"Barton-Glover Music 7692","0.01105"
"Hill-Lee Music 6647","0.01104"
"French, Cantrell and Oneill Music 5877","0.01104"
"Spencer-Clarke Music 5814","0.01103"
"Howell-Olson Music 4787","0.01102"
"Mendez-Palmer Music 3719","0.01102"
"Horton Ltd Music 4988","0.01101"
"Martinez, Mckenzie and Gonzalez Music 8639","0.01099"
"Randolph LLC Music 9137","0.01099"
"Munoz, Graves and Hunt Music 8330","0.01099"
"Patrick, Nguyen and Harrington Music 6437","0.01098"
"Warner, Zimmerman and Harris Music 6792","0.01098"
"Ochoa-Jones Music 4471","0.01098"
"Bell PLC Music 3879","0.01097"
"Jackson, Stone and Sims Music 3966","0.01097"
"Costa-Mcfarland Music 1173","0.01095"
"Carter and Sons Music 3425","0.01095"
"Mclaughlin, Ross and Nguyen Music 9471","0.01095"
"Cannon, Williams and Maldonado Music 8043","0.01094"
"Burton, Noble and Griffin Music 4507","0.01093"
"Medina-Jimenez Music 5292","0.01092"
"Miller Inc Music 2502","0.01092"
"Mckenzie Inc Music 9786","0.01092"
"Hanson-Jones Music 4026","0.01090"
"Brown Group Music 5102","0.01089"
"Roman-Barry Music 2791","0.01089"
"Richardson-Miller Music 1561","0.01089"
"Lambert Ltd Music 4237","0.01088"
"Ray-Andrews Music 8701","0.01088"
"Bennett and Sons Music 7174","0.01088"
"Washington PLC Music 4607","0.01088"
"Jackson Ltd Music 1584","0.01088"
"Farley, Brown and Weaver Music 4496","0.01088"
"Johnson-Taylor Music 9483","0.01087"
"Chapman Inc Music 4209","0.01087"
"Nelson LLC Music 3410","0.01087"
"Carlson-Knox Music 7916","0.01087"
"Allen, Stone and Stewart Music 4767","0.01087"
"Kelly Group Music 2732","0.01086"
"Moore-Hansen Music 6713","0.01085"
"Rodriguez Inc Music 4319","0.01085"
"Garcia-Galvan Music 1609","0.01085"
"Richards, Hill and Flores Music 6063","0.01084"
"May LLC Music 1508","0.01083"
"Newman Ltd Music 4453","0.01082"
"Moore-Mcbride Music 7249","0.01081"
"Coleman-Mcclure Music 4593","0.01081"
"Boyd, Bullock and Scott Music 6881","0.01080"
"Parker PLC Music 5584","0.01080"
"Phelps LLC Music 9013","0.01079"
"Johnston-Johnson Music 6245","0.01079"
"Robertson, Ferguson and Jordan Music 3961","0.01078"
"Ingram Ltd Music 7700","0.01078"
"Johnson-Krueger Music 3561","0.01078"
"Ballard-Meyers Music 5156","0.01077"
"Stephenson LLC Music 1061","0.01077"
"Moore, Higgins and Sparks Music 2574","0.01077"
"Chen-Cole Music 5853","0.01077"
"Lee and Sons Music 5851","0.01077"
"Roberts, Schroeder and Greer Music 4371","0.01076"
"Arias-Stewart Music 4789","0.01076"
"Ellison, Harris and Hamilton Music 5671","0.01076"
"Nguyen-Cobb Music 7731","0.01076"
"Delgado-Cummings Music 9017","0.01075"
"Dawson-Kirby Music 1818","0.01075"
"Murphy-Powell Music 8664","0.01075"
"Garcia-Elliott Music 9793","0.01074"
"Gonzales, Larson and Hammond Music 6503","0.01074"
"Brooks-Robinson Music 1636","0.01073"
"Francis, Fitzgerald and Landry Music 4979","0.01072"
"Garner-Mendoza Music 5807","0.01070"
"Black-Parker Music 2664","0.01069"
"Cox LLC Music 7307","0.01069"
"Andersen Ltd Music 7025","0.01068"
"Hall PLC Music 8592","0.01067"
"Sawyer-Smith Music 9529","0.01066"
"Hunt-Gross Music 4018","0.01066"
"Diaz Inc Music 2172","0.01065"
"Owens-Morgan Music 2076","0.01065"
"Perez-Reed Music 6078","0.01064"
"Kelley-Smith Music 9365","0.01064"
"Hall, Adams and Whitehead Music 5969","0.01064"
"Kerr Ltd Music 4903","0.01064"
"Flores, Greene and Hunt Music 5364","0.01063"
"Johnson, Mcclure and Wood Music 4783","0.01063"
"Ponce Group Music 2958","0.01061"
"Fisher-Brown Music 6434","0.01061"
"Griffith, Phillips and Hall Music 3952","0.01061"
"Mason-Carrillo Music 8111","0.01061"
"Schmidt, Ellis and Acosta Music 3492","0.01060"
"White, Chavez and Zimmerman Music 8857","0.01060"
"Rogers, Allen and Johnson Music 7135","0.01059"
"Love and Sons Music 3501","0.01059"
"Schwartz, Lopez and Daniels Music 2489","0.01058"
"Hale, Wilson and Davis Music 7217","0.01057"
"Potter Ltd Music 9082","0.01057"
"Mccarthy LLC Music 3749","0.01056"
"Mitchell-Sanchez Music 3132","0.01055"
"Morrow, Johnson and Petersen Music 8133","0.01055"
"Griffith, Dominguez and Fowler Music 2493","0.01055"
"Floyd, Brandt and Robinson Music 3111","0.01055"
"Ramirez-Dixon Music 4414","0.01055"
"Jordan-Underwood Music 7334","0.01054"
"Byrd, Davis and Taylor Music 8619","0.01052"
"Torres, Patton and Allen Music 3280","0.01052"
"Mills, Blackwell and Daugherty Music 1299","0.01052"
"Armstrong Group Music 5024","0.01051"
"Dunn and Sons Music 2348","0.01051"
"Castaneda, James and Weaver Music 4268","0.01050"
"Smith, Simpson and Frey Music 4911","0.01050"
"Wallace, Glass and Smith Music 3073","0.01049"
"Palmer, Price and Ball Music 5533","0.01049"
"Pierce Ltd Music 8473","0.01049"
"Sanchez Group Music 4015","0.01049"
"Pope, Long and Flores Music 5734","0.01048"
"Miller-Mclaughlin Music 6799","0.01048"
"Morrison Ltd Music 1815","0.01047"
"Jones, Rice and George Music 6822","0.01047"
"West-Giles Music 2470","0.01047"
"Small and Sons Music 3282","0.01047"
"Jackson and Sons Music 5792","0.01046"
"Wilson-Banks Music 6459","0.01046"
"Peterson and Sons Music 5445","0.01046"
"Romero-Jackson Music 5447","0.01043"
"Hernandez, Kelley and Anderson Music 8100","0.01043"
"Baldwin Group Music 2913","0.01042"
"Williams-Wise Music 7602","0.01042"
"Velez-Parks Music 3593","0.01041"
"Price-Beard Music 5351","0.01041"
"Rush, Leon and Moreno Music 5594","0.01041"
"Berry, Mccarty and Lucero Music 4408","0.01040"
"Woods Ltd Music 2819","0.01040"
"Reynolds LLC Music 3068","0.01038"
"Santana Group Music 2908","0.01038"
"Lee LLC Music 9791","0.01037"
"Martinez, Steele and Mcfarland Music 9850","0.01037"
"Walton Inc Music 2773","0.01037"
"Fernandez-Hines Music 5244","0.01036"
"Bowman Inc Music 5380","0.01036"
"Stanley, Young and Frazier Music 6456","0.01035"
"Bush-Torres Music 2023","0.01035"
"Powell Ltd Music 8069","0.01034"
"Thomas-Gross Music 9561","0.01033"
"Vargas, Thomas and Martinez Music 7320","0.01033"
"Alvarado Ltd Music 2577","0.01032"
"Medina LLC Music 3495","0.01031"
"Dennis PLC Music 7413","0.01031"
"Lewis, Melton and Whitaker Music 7171","0.01029"
"Boyle and Sons Music 9929","0.01029"
"Hines, Whitney and Green Music 9687","0.01028"
"David-Simmons Music 3239","0.01026"
"Wells-Erickson Music 5722","0.01026"
"Mason-Riley Music 2995","0.01024"
"Anderson-Klein Music 1574","0.01024"
"Adams-Schmidt Music 3692","0.01023"
"Phillips-Weaver Music 4705","0.01023"
"Johnston Inc Music 8156","0.01022"
"Hernandez, Price and Stanton Music 4583","0.01022"
"Marsh, Poole and Garcia Music 6241","0.01021"
"Rodriguez-Diaz Music 3084","0.01019"
"Wallace-Johnson Music 3527","0.01019"
"Harris LLC Music 9461","0.01019"
"Hines, Colon and Watkins Music 9933","0.01018"
"Russell-Perkins Music 3006","0.01018"
"Lopez Group Music 8672","0.01016"
"Lam-Allen Music 2003","0.01016"
"Wilson PLC Music 8251","0.01016"
"Turner-Snyder Music 3457","0.01014"
"Miller-Rowland Music 7817","0.01011"
"Garcia LLC Music 1568","0.01011"
"Garcia Group Music 3857","0.01011"
"Wade-Friedman Music 3350","0.01011"
"Morris Inc Music 9633","0.01010"
"Bryant Ltd Music 9600","0.01010"
"Hicks, Schultz and Mann Music 4841","0.01010"
"Calhoun Group Music 1275","0.01009"
"Gonzalez-Collins Music 6512","0.01008"
"Carrillo LLC Music 6766","0.01008"
"Lewis, Simmons and Taylor Music 5970","0.01008"
"Perez-Brown Music 3182","0.01007"
"Evans, Stewart and Fitzgerald Music 1938","0.01007"
"Cobb-Cox Music 4350","0.01007"
"Davis Ltd Music 8200","0.01006"
"Burke Group Music 1204","0.01005"
"Porter, Hernandez and Phillips Music 3100","0.01004"
"Campbell PLC Music 6685","0.01003"
"Jones, Myers and Terrell Music 6510","0.01003"
"Adkins-Stewart Music 5880","0.01003"
"Gallegos and Sons Music 1292","0.01002"
"Beck Ltd Music 1965","0.01002"
"Reeves, Thomas and Morris Music 1156","0.01001"
"Kim, Keller and Baldwin Music 4412","0.01001"
"Gonzalez-Hurley Music 5292","0.01001"
"Williams-Moore Music 4930","0.01000"
"Fields-Duffy Music 1216","0.00999"
"Smith LLC Music 6703","0.00999"
"Rose and Sons Music 5427","0.00999"
"Gilmore Group Music 9974","0.00999"
"Stewart, Smith and Williamson Music 8031","0.00998"
"Kelly, Clark and Martinez Music 2986","0.00998"
"Stewart-Eaton Music 5921","0.00998"
"Reyes Group Music 4408","0.00997"
"Gutierrez-Hicks Music 8289","0.00997"
"Ponce-Rios Music 3828","0.00997"
"Smith, Brown and Shaw Music 7301","0.00995"
"Burke-Johnson Music 2508","0.00995"
"Anderson LLC Music 2183","0.00993"
"Schultz, Rodriguez and Brown Music 6091","0.00990"
"Tucker-Davis Music 3227","0.00990"
"Andrews PLC Music 3884","0.00990"
"Huynh, Brooks and Haynes Music 2914","0.00989"
"Romero Group Music 1544","0.00988"
"Herman and Sons Music 7605","0.00988"
"Fox, Davis and Hoffman Music 1554","0.00988"
"Garcia-Lloyd Music 2804","0.00988"
"Young-Jimenez Music 6686","0.00988"
"Smith-Owens Music 1780","0.00987"
"Garcia and Sons Music 8143","0.00986"
"Hill-Pollard Music 4805","0.00986"
"Benton-Montgomery Music 4468","0.00986"
"Pace Ltd Music 5460","0.00985"
"Adams Group Music 7583","0.00985"
"Peterson Inc Music 7424","0.00984"
"Griffin LLC Music 4657","0.00984"
"Wagner Inc Music 6402","0.00984"
"Leonard, Johnson and Wilson Music 7786","0.00984"
"Cole, Cole and Reyes Music 4961","0.00983"
"Wright and Sons Music 8461","0.00982"
"Taylor LLC Music 9277","0.00982"
"Marshall-Wright Music 1572","0.00981"
"Maynard-Gilbert Music 2040","0.00981"
"Rogers-Jensen Music 8886","0.00981"
"Cervantes Group Music 6954","0.00981"
"Malone, Jackson and Wall Music 5083","0.00980"
"Kim and Sons Music 9359","0.00980"
"Douglas, Francis and Henry Music 5469","0.00979"
"Hernandez-Powell Music 9526","0.00979"
"Shaw Inc Music 1908","0.00978"
"Lawson, Ferguson and Hopkins Music 2806","0.00978"
"Taylor Ltd Music 6938","0.00978"
"Cox-Stevenson Music 4272","0.00976"
"Johnson-Johnson Music 6883","0.00975"
"King and Sons Music 7195","0.00974"
"Lambert-Moore Music 9050","0.00974"
"Morrison, Crawford and Proctor Music 8030","0.00973"
"Harvey-Jones Music 1272","0.00972"
"Russell-Cline Music 2456","0.00972"
"Hernandez Inc Music 6058","0.00972"
"Whitehead-Wright Music 6689","0.00971"
"Stevens, Combs and Reese Music 5637","0.00970"
"Schultz-Roberts Music 3673","0.00970"
"Cooper Ltd Music 3725","0.00969"
"Lee-Pratt Music 5848","0.00969"
"Young Inc Music 7599","0.00968"
"Carter LLC Music 6752","0.00967"
"Esparza, Moore and Campbell Music 7533","0.00966"
"Rodriguez-Garcia Music 2966","0.00966"
"Diaz-Fox Music 8838","0.00966"
"Cooper and Sons Music 4892","0.00965"
"Ramirez and Sons Music 2287","0.00965"
"Hernandez, Vaughn and Peterson Music 8215","0.00965"
"Mcclain PLC Music 7572","0.00965"
"Jones-Garcia Music 2310","0.00964"
"Kennedy, Rodriguez and Morales Music 6161","0.00964"
"Martin Group Music 5837","0.00963"
"Gill, Summers and Jones Music 4195","0.00963"
"Johnson Group Music 6682","0.00962"
"Yang Group Music 2733","0.00961"
"Erickson, Lawrence and Wilcox Music 2546","0.00960"
"Morris-Gonzalez Music 5607","0.00960"
"Perkins-Castillo Music 1553","0.00959"
"Cline, Cox and Rocha Music 5389","0.00959"
"Kirk and Sons Music 2199","0.00958"
"Martin Group Music 4465","0.00957"
"Hendrix-Powell Music 8857","0.00955"
"Lewis and Sons Music 1105","0.00954"
"Pearson, Wright and Houston Music 8775","0.00954"
"Kelly-Harper Music 2515","0.00953"
"Hamilton-Thomas Music 1196","0.00953"
"Mcknight, Li and Horne Music 3366","0.00953"
"Stokes-Curry Music 5117","0.00953"
"Carlson LLC Music 8147","0.00952"
"Parker Ltd Music 1295","0.00951"
"Willis, Johnson and Martin Music 5817","0.00951"
"Brady, Snyder and Hernandez Music 8766","0.00948"
"Klein, Reid and Avila Music 2478","0.00948"
"Hamilton, Powell and Randolph Music 7813","0.00948"
"Franklin, Reynolds and Castillo Music 8109","0.00947"
"Moore Inc Music 2204","0.00947"
"Davidson Group Music 3854","0.00944"
"Wolfe PLC Music 6271","0.00944"
"Davies-Garcia Music 5853","0.00943"
"Saunders-Grant Music 4051","0.00942"
"Ayers-Yates Music 9516","0.00942"
"Smith Ltd Music 7919","0.00942"
"Ferguson, Munoz and Yates Music 7713","0.00941"
"Smith, White and Adams Music 1984","0.00940"
"Evans, Barber and Kirk Music 6167","0.00940"
"Kelly PLC Music 2191","0.00940"
"Adams, Foster and Sellers Music 3993","0.00940"
"White-Ingram Music 3447","0.00939"
"Hanson PLC Music 6033","0.00938"
"Berry Inc Music 5948","0.00938"
"Hunt Inc Music 6739","0.00938"
"Williams, Reed and Stewart Music 3075","0.00938"
"Lewis-Smith Music 3696","0.00938"
"Hutchinson and Sons Music 6953","0.00937"
"Scott-Reed Music 1635","0.00936"
"Brown Ltd Music 9018","0.00935"
"Espinoza, Roberts and Alvarado Music 4780","0.00935"
"Compton-Jones Music 1324","0.00935"
"Mccoy, Jackson and Foster Music 9337","0.00934"
"Evans-Schneider Music 9802","0.00933"
"Leon-White Music 7578","0.00930"
"Gomez, Calderon and Shaw Music 7077","0.00929"
"Cooke-Williams Music 7489","0.00929"
"Warren-Salas Music 2473","0.00928"
"Hall, Paul and Scott Music 8930","0.00928"
"Mayo, Rodriguez and Wilson Music 8836","0.00927"
"Arellano-Martinez Music 7851","0.00927"
"Myers Group Music 7751","0.00927"
"Reese, Maynard and Webster Music 2312","0.00926"
"Boyd, Morrison and Nicholson Music 8386","0.00926"
"Mitchell-Garza Music 4964","0.00926"
"Johnson LLC Music 3591","0.00925"
"Weeks-Martinez Music 2929","0.00924"
"Burton Ltd Music 8014","0.00923"
"Dennis Group Music 3695","0.00922"
"Haley-Johnson Music 5506","0.00921"
"Weiss and Sons Music 5935","0.00920"
"Waller, Schneider and Rodriguez Music 9392","0.00919"
"Harrington, Peters and Rivera Music 5992","0.00919"
"Wells-Ali Music 5565","0.00918"
"Chandler-Miller Music 7040","0.00918"
"Allen-Vaughn Music 1647","0.00916"
"Barton-Briggs Music 5939","0.00916"
"Walker Inc Music 7144","0.00916"
"Davis, Harrison and Melton Music 6397","0.00915"
"Nguyen Inc Music 2865","0.00915"
"Gibson LLC Music 6333","0.00915"
"Watts-Martinez Music 7622","0.00914"
"Wright, Ryan and Ruiz Music 1026","0.00913"
"Sims, Smith and Lozano Music 6050","0.00913"
"Lucas, Miller and Hayes Music 2565","0.00912"
"Ward, Hahn and Bond Music 6546","0.00912"
"Lee-Castro Music 6359","0.00912"
"Conway-Huffman Music 4622","0.00911"
"Lopez, Ross and Mccall Music 7509","0.00911"
"Black Inc Music 6305","0.00911"
"Freeman-Harmon Music 7798","0.00910"
"Gutierrez, Ingram and Harris Music 6873","0.00910"
"Maxwell-Hubbard Music 9675","0.00910"
"Reilly Inc Music 3674","0.00910"
"Miller and Sons Music 5942","0.00909"
"Phillips PLC Music 8677","0.00909"
"Miller, Gonzalez and Wolfe Music 2989","0.00909"
"Hernandez-Camacho Music 1732","0.00909"
"Miles Ltd Music 8005","0.00909"
"Harris Group Music 7106","0.00908"
"Lewis-Rodgers Music 1202","0.00908"
"Pennington, Gonzalez and Garcia Music 5257","0.00908"
"Hernandez-Castro Music 7678","0.00907"
"Walters, Jackson and Miles Music 5391","0.00907"
"Medina PLC Music 4984","0.00907"
"Sullivan, Cook and Reeves Music 3712","0.00906"
"Kennedy PLC Music 3532","0.00905"
"Garcia-Briggs Music 7167","0.00904"
"Lin-Rodgers Music 1488","0.00903"
"Kramer Inc Music 7971","0.00902"
"Hudson LLC Music 1321","0.00902"
"Lamb-Lyons Music 2618","0.00901"
"Moran-Melendez Music 5398","0.00900"
"Mcdaniel-Smith Music 6050","0.00899"
"Moss PLC Music 5733","0.00899"
"Mcguire and Sons Music 6154","0.00899"
"Johnson Ltd Music 5349","0.00898"
"Hays Group Music 4785","0.00898"
"Bell-Murphy Music 8549","0.00897"
"Snow, Turner and Flynn Music 5573","0.00897"
"Bishop-Mullen Music 1320","0.00897"
"Drake PLC Music 5464","0.00896"
"Smith-Baldwin Music 9877","0.00896"
"Macdonald, Young and Webb Music 3282","0.00895"
"Warren-Phillips Music 4192","0.00895"
"Bishop, Villarreal and Peterson Music 2950","0.00894"
"Hayes Inc Music 7380","0.00894"
"Haney-Moore Music 8067","0.00891"
"Price, Lopez and Austin Music 7709","0.00890"
"Smith PLC Music 3181","0.00890"
"Combs Ltd Music 8812","0.00890"
"Graham-Hicks Music 1510","0.00890"
"Chan-Mcdowell Music 8903","0.00887"
"Hart-Dawson Music 9322","0.00887"
"Lee-Kline Music 9142","0.00885"
"Sandoval-Ford Music 3685","0.00885"
"Sawyer Group Music 2375","0.00885"
"Dunn-Chen Music 6771","0.00884"
"Mccarthy Group Music 5920","0.00884"
"Taylor PLC Music 5405","0.00883"
"Kim-Harvey Music 3954","0.00883"
"Barrett-Tucker Music 1674","0.00881"
"Diaz-Jefferson Music 5672","0.00880"
"Navarro-Beard Music 6459","0.00880"
"Simmons-Rodriguez Music 1853","0.00880"
"Sanchez PLC Music 8291","0.00879"
"Green-Noble Music 1589","0.00879"
"Jones, Graves and Garcia Music 6082","0.00879"
"White PLC Music 8233","0.00879"
"Chang, Huang and Brooks Music 1693","0.00879"
"Wilson-Adkins Music 2935","0.00878"
"Johnson-Donovan Music 8528","0.00876"
"Coleman-Herring Music 2728","0.00875"
"Moore, Anderson and Hodges Music 2766","0.00874"
"Smith and Sons Music 4355","0.00874"
"Brown-Tanner Music 6603","0.00874"
"Holland, Conner and Murray Music 9760","0.00873"
"Russell, Gray and Lee Music 8763","0.00873"
"Zimmerman, Benson and Aguilar Music 6129","0.00873"
"Malone, Bailey and Hughes Music 1177","0.00872"
"Wilkins-Fox Music 5973","0.00872"
"Mcgee-Abbott Music 6521","0.00870"
"Washington-Evans Music 7139","0.00870"
"Walker, Jacobs and Williams Music 3563","0.00870"
"Carter, Reilly and Hayes Music 1328","0.00869"
"Espinoza Ltd Music 8785","0.00869"
"Larson Ltd Music 7667","0.00868"
"Bernard, Collins and Mullins Music 5736","0.00868"
"Taylor Inc Music 6718","0.00867"
"Coleman, Johnson and Robinson Music 2444","0.00867"
"Acosta-Kim Music 3327","0.00866"
"Shepard Group Music 3272","0.00865"
"Huerta-Riley Music 5099","0.00865"
"Moore-Smith Music 8715","0.00864"
"Williams-Goodwin Music 8600","0.00864"
"Boyd, Branch and Evans Music 8496","0.00864"
"Todd-Hernandez Music 5075","0.00863"
"Hunter-Harmon Music 9853","0.00862"
"David Inc Music 5305","0.00862"
"Bennett, Houston and Hernandez Music 6062","0.00862"
"Ritter, Bennett and Roberts Music 6125","0.00862"
"Davis, Conway and Phillips Music 2090","0.00860"
"Fleming PLC Music 9770","0.00860"
"Weeks, Alexander and Velazquez Music 6555","0.00860"
"Glover-Whitaker Music 6529","0.00859"
"Wallace PLC Music 4405","0.00858"
"Bean, Armstrong and Rodriguez Music 7797","0.00858"
"Lambert, Haynes and Duncan Music 1718","0.00858"
"Smith LLC Music 2264","0.00857"
"Harper, Hampton and Vega Music 4909","0.00857"
"Boyle PLC Music 7866","0.00857"
"Willis PLC Music 2944","0.00856"
"Woodward, Scott and Randall Music 6599","0.00856"
"Fitzpatrick Group Music 6669","0.00855"
"Weaver-Phillips Music 9316","0.00855"
"Martin Group Music 5571","0.00855"
"Anderson, Taylor and Smith Music 2586","0.00854"
"Jackson and Sons Music 8995","0.00853"
"Rojas-Ortega Music 3715","0.00852"
"Hall-Turner Music 8274","0.00852"
"Reeves-Kirk Music 5082","0.00852"
"Nolan, Miller and Yates Music 9516","0.00852"
"Johnson-Johnson Music 3633","0.00852"
"Peterson PLC Music 6863","0.00851"
"King Inc Music 5997","0.00850"
"Bowman Inc Music 4867","0.00850"
"Burke Inc Music 8079","0.00850"
"Murray, Villanueva and Gomez Music 5834","0.00849"
"Taylor Group Music 8594","0.00849"
"Montgomery-Rogers Music 3997","0.00846"
"Rodriguez Ltd Music 6744","0.00846"
"Ramirez Inc Music 5043","0.00846"
"Richards-Miller Music 7880","0.00846"
"Solis PLC Music 1293","0.00845"
"Rodriguez LLC Music 4761","0.00845"
"Franco, Cummings and Hamilton Music 2122","0.00844"
"Williamson-Becker Music 7631","0.00844"
"Velasquez Ltd Music 6174","0.00843"
"Meyer-Dixon Music 6023","0.00840"
"Williams, Conrad and Kaiser Music 9813","0.00840"
"Roberts-Wright Music 8219","0.00840"
"Tucker-Hill Music 2925","0.00837"
"Johnston-Hubbard Music 1116","0.00837"
"Mcbride, Carr and Duke Music 1684","0.00836"
"Morgan Group Music 5821","0.00835"
"Haynes, Edwards and Edwards Music 1268","0.00835"
"Johnson-Cruz Music 8080","0.00834"
"Howell, Cook and Doyle Music 3716","0.00834"
"Wilson-Bowen Music 1360","0.00834"
"Hart-Murray Music 1667","0.00833"
"Roberts-Key Music 1991","0.00833"
"Arnold-Robinson Music 7997","0.00833"
"Moran, Brown and Frederick Music 8900","0.00833"
"Wong, Hansen and Ochoa Music 8169","0.00832"
"Kemp Group Music 2616","0.00832"
"Clark Inc Music 5051","0.00831"
"Nelson, Wallace and Sims Music 1113","0.00831"
"Harper Ltd Music 6642","0.00831"
"Osborne-Pena Music 5081","0.00830"
"Yang-Martinez Music 6366","0.00830"
"Page-Coleman Music 1731","0.00829"
"Holt-Dominguez Music 8732","0.00826"
"Kelly, Hunter and Alvarado Music 7550","0.00826"
"Cherry, King and Maldonado Music 5414","0.00825"
"Sullivan, Lewis and Patterson Music 5694","0.00824"
"Martin PLC Music 3981","0.00823"
"Martinez Ltd Music 4063","0.00823"
"Smith-Ross Music 5091","0.00823"
"Allen Ltd Music 7856","0.00821"
"Barnes-Skinner Music 8919","0.00821"
"Davis, Lozano and Oliver Music 8889","0.00820"
"Smith PLC Music 9118","0.00820"
"Graham-Sharp Music 7548","0.00820"
"Sanchez, Hunter and Bowen Music 6307","0.00819"
"Zimmerman PLC Music 8017","0.00819"
"Barber-Mcbride Music 8655","0.00819"
"Mccann LLC Music 5465","0.00818"
"Johnston PLC Music 1965","0.00818"
"Morris, Rivera and Rivers Music 8999","0.00818"
"Boone-Garcia Music 6441","0.00817"
"Miranda-Hunt Music 9062","0.00817"
"Hayes-Edwards Music 2045","0.00817"
"Lopez PLC Music 7285","0.00816"
"Guzman-Galloway Music 3023","0.00815"
"Leblanc, Baker and Mitchell Music 6884","0.00815"
"Gonzalez-Johnson Music 6208","0.00814"
"Burns, Doyle and Smith Music 5386","0.00814"
"Crawford-Snyder Music 1693","0.00813"
"Gray, Lopez and Alexander Music 9748","0.00813"
"Roberson PLC Music 6275","0.00812"
"Reynolds and Sons Music 9809","0.00812"
"Fritz Group Music 2460","0.00810"
"Thomas-Elliott Music 8307","0.00809"
"Jimenez-Contreras Music 9813","0.00808"
"Stone LLC Music 5329","0.00808"
"Gordon Ltd Music 8838","0.00805"
"Carter-Williams Music 6003","0.00805"
"Sims, Allen and Hayes Music 3102","0.00804"
"Yang, Wilson and Hansen Music 4864","0.00804"
"Powers, Morales and Schultz Music 8415","0.00803"
"Torres-Smith Music 1538","0.00803"
"Walker-Miller Music 1117","0.00803"
"Sosa, Erickson and Walters Music 7519","0.00803"
"Young LLC Music 2000","0.00802"
"Woodard, Mcneil and Duran Music 4395","0.00800"
"Herrera, Flowers and Hall Music 1385","0.00800"
"Martin-Johnson Music 5040","0.00800"
"Parrish Group Music 6248","0.00799"
"Downs Ltd Music 6775","0.00799"
"Welch PLC Music 6496","0.00798"
"Myers-Mcdowell Music 7214","0.00797"
"Moreno Ltd Music 6975","0.00797"
"Briggs-Rice Music 5348","0.00796"
"Russell LLC Music 7733","0.00793"
"Silva, Freeman and Young Music 8410","0.00792"
"Dennis Group Music 4735","0.00791"
"Nguyen, Byrd and Barnes Music 9488","0.00789"
"Hernandez and Sons Music 8456","0.00788"
"Collins-Carey Music 7731","0.00788"
"Mckee PLC Music 6562","0.00788"
"Patel, Goodman and Roman Music 5691","0.00788"
"Johnson-Mclean Music 9696","0.00787"
"King-Olson Music 1534","0.00786"
"Greene Group Music 4728","0.00786"
"Patterson-Golden Music 6120","0.00786"
"Rhodes-Ramos Music 2114","0.00785"
"Weaver Inc Music 5535","0.00785"
"Wilson-Beasley Music 5382","0.00784"
"Scott, Pearson and Diaz Music 8261","0.00784"
"Moore-Green Music 5124","0.00784"
"Brown LLC Music 2677","0.00783"
"Mason PLC Music 8309","0.00782"
"Floyd PLC Music 2536","0.00780"
"Gray, Burke and Fletcher Music 7973","0.00779"
"Parrish LLC Music 8706","0.00778"
"Russell, Lynch and Small Music 6776","0.00777"
"Taylor, Villa and Nelson Music 5958","0.00776"
"Hart and Sons Music 9722","0.00776"
"Hernandez, Reynolds and Reid Music 1309","0.00776"
"Anderson Ltd Music 3023","0.00776"
"Caldwell LLC Music 8725","0.00774"
